"hed__Contact__r.csuoee__PIDM__c","hed__Course_Offering__r.lms_hed__LMS_Reference_Code__c","hed__Grade__c","csuoee__Banner_Enrollment_Reference__c","hed__Status__c","hed__Verification_Status__c","hed__Verification_Status_Date__c","csuoee__Banner_Status__c","csuoee__Via_XE__c"
"1.2437541E7","2024FA-EDAE-520-801","","202490-70869-12437541","RE","Verified","2024-10-31","","false"
"1.2437458E7","2024FA-IE-200-711","","202490-76837-12437458","RE","Verified","2024-10-31","","false"
"1.2437458E7","2024FA-IE-282B-711","","202490-76838-12437458","RE","Verified","2024-10-31","","false"
"1.2437458E7","2024FA-HONR-292B-711","","202490-76835-12437458","RE","Verified","2024-10-31","","false"
"1.2437458E7","2024FA-BUS-269-711","","202490-76845-12437458","RE","Verified","2024-10-31","","false"
"1.2437457E7","2024FA-IE-282B-711","","202490-76838-12437457","RE","Verified","2024-10-31","","false"
"1.2437457E7","2024FA-IE-200-711","","202490-76837-12437457","RE","Verified","2024-10-31","","false"
"1.2437457E7","2024FA-HONR-292B-711","","202490-76835-12437457","RE","Verified","2024-10-31","","false"
"1.2437457E7","2024FA-BUS-269-711","","202490-76845-12437457","RE","Verified","2024-10-31","","false"
"1.2437456E7","2024FA-AREC-375-801","","202490-70851-12437456","RE","Verified","2024-10-31","","false"
"1.2437456E7","2024FA-AREC-325-801","","202490-70849-12437456","RE","Verified","2024-10-31","","false"
"1.2437453E7","2024FA-OT-215-801","","202490-70966-12437453","RE","Verified","2024-10-31","","false"
"1.2437453E7","2024FA-BZ-101-801","","202490-71085-12437453","RE","Verified","2024-10-31","","false"
"1.2437453E7","2024FA-PSY-320-801","","202490-71175-12437453","RE","Verified","2024-10-31","","false"
"1.2437451E7","2024FA-OT-215-801","","202490-70966-12437451","RE","Verified","2024-10-31","","false"
"1.243745E7","2024FA-SOWK-560-802","","202490-77204-12437450","RW","Verified","2024-10-31","","true"
"1.2437449E7","2024FA-SOCR-330-801","","202490-74344-12437449","RE","Verified","2024-10-31","","false"
"1.2437449E7","2024FA-BC-351-801","","202490-71103-12437449","RE","Verified","2024-10-31","","false"
"1.2437448E7","2024FA-ECON-372-801","","202490-71269-12437448","RE","Verified","2024-10-31","","false"
"1.2437447E7","2024FA-SOCR-201-801","","202490-72268-12437447","RE","Verified","2024-10-31","","false"
"1.2437447E7","2024FA-SOCR-200-801","","202490-72267-12437447","RE","Verified","2024-10-31","","false"
"1.2437446E7","2024SM-POLS-131-802","","202460-48012-12437446","RE","Verified","2024-10-31","","false"
"1.2437418E7","2024SM-EDUC-591A-637","","202460-47048-12437418","RE","Verified","2024-10-31","","false"
"1.2437417E7","2024SM-EDUC-591A-612","","202460-47044-12437417","RE","Verified","2024-10-31","","false"
"1.2437379E7","2024FA-BUS-614-801","","202490-70780-12437379","RW","Verified","2024-10-31","","true"
"1.2437379E7","2024FA-MKT-670-801","","202490-70794-12437379","RW","Verified","2024-10-31","","true"
"1.2437379E7","2024FA-BUS-500-802","","202490-70778-12437379","RW","Verified","2024-10-31","","true"
"1.2437373E7","2024FA-PSY-500-801","","202490-74441-12437373","RE","Verified","2024-10-31","","false"
"1.2437373E7","2024FA-PSY-621-801","","202490-75606-12437373","RW","Verified","2024-10-31","","true"
"1.2437361E7","2024FA-MATH-118-801","","202490-71134-12437361","RE","Verified","2024-10-31","","false"
"1.2437361E7","2024FA-AREC-325-801","","202490-70849-12437361","RE","Verified","2024-10-31","","false"
"1.2437361E7","2024FA-IDEA-210-801","","202490-74389-12437361","RE","Verified","2024-10-31","","false"
"1.2437361E7","2024FA-MATH-124-801","","202490-71133-12437361","RE","Verified","2024-10-31","","false"
"1.2437361E7","2024FA-MATH-117-801","","202490-71135-12437361","RE","Verified","2024-10-31","","false"
"1.2437361E7","2024FA-SOCR-100-801","","202490-77079-12437361","RE","Verified","2024-10-31","","false"
"1.243729E7","2024FA-BUS-655-801","","202490-70786-12437290","RE","Verified","2024-10-31","","false"
"1.243729E7","2024FA-BUS-619-701","","202490-74348-12437290","RE","Verified","2024-10-31","","false"
"1.243729E7","2024FA-BUS-618-701","","202490-75689-12437290","RE","Verified","2024-10-31","","false"
"1.243729E7","2024FA-BUS-500-801","","202490-70927-12437290","RE","Verified","2024-10-31","","false"
"1.243729E7","2024FA-BUS-690A-701","","202490-74350-12437290","RE","Verified","2024-10-31","","false"
"1.243728E7","2024FA-MIP-613-801","","202490-74314-12437280","RE","Verified","2024-10-31","","false"
"1.2437274E7","2024FA-SYSE-501-801","","202490-74086-12437274","RE","Verified","2024-10-31","","false"
"1.2437262E7","2024FA-AREC-202-801","","202490-70846-12437262","RE","Verified","2024-10-31","","false"
"1.2437262E7","2024FA-AREC-192-801","","202490-74477-12437262","RE","Verified","2024-10-31","","false"
"1.2437258E7","2024FA-REL-602-801","","202490-74223-12437258","RE","Verified","2024-10-31","","false"
"1.2437202E7","2024FA-SYSE-501-801","","202490-74086-12437202","RE","Verified","2024-10-31","","false"
"1.2437187E7","2024FA-AREC-375-801","","202490-70851-12437187","RE","Verified","2024-10-31","","false"
"1.2437179E7","2024FA-BUS-619-801","","202490-74349-12437179","RE","Verified","2024-10-31","","false"
"1.2437179E7","2024FA-PPA-500-801","","202490-74028-12437179","RE","Verified","2024-10-31","","false"
"1.2437179E7","2024FA-BUS-620-801","","202490-70782-12437179","RE","Verified","2024-10-31","","false"
"1.2437179E7","2024FA-LEAP-500-801","","202490-70957-12437179","RE","Verified","2024-10-31","","false"
"1.2437179E7","2024FA-BUS-515-801","","202490-72356-12437179","RE","Verified","2024-10-31","","false"
"1.2437134E7","2024FA-NR-572-801","","202490-72398-12437134","RW","Verified","2024-10-31","","true"
"1.2437134E7","2024FA-NR-574-801","","202490-72421-12437134","RW","Verified","2024-10-31","","true"
"1.2437134E7","2024FA-JTC-560-801","","202490-72247-12437134","RE","Verified","2024-10-31","","false"
"1.2437134E7","2024FA-NR-569-801","","202490-72395-12437134","RE","Verified","2024-10-31","","false"
"1.2437115E7","2024FA-JTC-301-801","","202490-71114-12437115","RW","Verified","2024-10-31","","true"
"1.2437115E7","2024FA-CS-370-801","","202490-70835-12437115","RW","Verified","2024-10-31","","true"
"1.2437115E7","2024FA-CS-220-801","","202490-74235-12437115","RW","Verified","2024-10-31","","true"
"1.2437113E7","2024SM-EDUC-591A-923","","202460-49002-12437113","RE","Verified","2024-10-31","","false"
"1.2437091E7","2024FA-ESS-542-801","","202490-74268-12437091","RE","Verified","2024-10-31","","false"
"1.2437091E7","2024FA-ESS-524-801","","202490-74267-12437091","RE","Verified","2024-10-31","","false"
"1.243709E7","2024SM-EDUC-591A-953","","202460-47475-12437090","RE","Verified","2024-10-31","","false"
"1.243709E7","2024SM-EDUC-591A-916","","202460-47467-12437090","RE","Verified","2024-10-31","","false"
"1.243709E7","2024SM-EDUC-591A-938","","202460-49345-12437090","RE","Verified","2024-10-31","","false"
"1.243709E7","2024SM-EDUC-591A-978","","202460-47478-12437090","RE","Verified","2024-10-31","","false"
"1.2437088E7","2024FA-ECON-460-801","","202490-71271-12437088","RE","Verified","2024-10-31","","false"
"1.2437087E7","2024FA-BMS-320-801","","202490-70915-12437087","RE","Verified","2024-10-31","","false"
"1.2437086E7","2024SM-EDUC-591A-953","","202460-47475-12437086","RE","Verified","2024-10-31","","false"
"1.2437086E7","2024SM-EDUC-591A-916","","202460-47467-12437086","RE","Verified","2024-10-31","","false"
"1.2437085E7","2024SM-EDUC-591A-923","","202460-49002-12437085","RE","Verified","2024-10-31","","false"
"1.2437084E7","2024SM-EDUC-591A-907","","202460-47465-12437084","RE","Verified","2024-10-31","","false"
"1.2437084E7","2024SM-EDUC-591A-938","","202460-49345-12437084","RE","Verified","2024-10-31","","false"
"1.2437083E7","2024SM-EDUC-591A-920","","202460-49344-12437083","RE","Verified","2024-10-31","","false"
"1.243706E7","2024FA-BUS-500-801","","202490-70927-12437060","RE","Verified","2024-10-31","","false"
"1.243706E7","2024FA-BUS-515-801","","202490-72356-12437060","RE","Verified","2024-10-31","","false"
"1.243706E7","2024FA-BUS-655-801","","202490-70786-12437060","RE","Verified","2024-10-31","","false"
"1.2436942E7","2024FA-SYSE-530-801","","202490-74087-12436942","RW","Verified","2024-10-31","","true"
"1.2436942E7","2024FA-ENGR-502-801","","202490-70986-12436942","RW","Verified","2024-10-31","","true"
"1.2436942E7","2024FA-SYSE-501-801","","202490-74086-12436942","RW","Verified","2024-10-31","","true"
"1.2436931E7","2024SM-EDUC-591A-912","","202460-49343-12436931","RE","Verified","2024-10-31","","false"
"1.243693E7","2024SM-EDUC-591A-953","","202460-47475-12436930","RE","Verified","2024-10-31","","false"
"1.2436929E7","2024SM-EDUC-591A-978","","202460-47478-12436929","RE","Verified","2024-10-31","","false"
"1.2436929E7","2024SM-EDUC-591A-923","","202460-49002-12436929","RE","Verified","2024-10-31","","false"
"1.2436917E7","2024FA-SYSE-501-801","","202490-74086-12436917","RE","Verified","2024-10-31","","false"
"1.2436917E7","2024FA-SYSE-555-801","","202490-76645-12436917","RE","Verified","2024-10-31","","false"
"1.2436915E7","2024FA-POLS-103-801","","202490-74271-12436915","RE","Verified","2024-10-31","","false"
"1.2436915E7","2024FA-JTC-300-802","","202490-75366-12436915","RE","Verified","2024-10-31","","false"
"1.2436915E7","2024FA-SPCM-350-801","","202490-70981-12436915","RE","Verified","2024-10-31","","false"
"1.2436915E7","2024FA-MATH-101-801","","202490-71099-12436915","RE","Verified","2024-10-31","","false"
"1.243691E7","2024SM-EDUC-591A-924","","202460-48300-12436910","RE","Verified","2024-10-31","","false"
"1.243691E7","2024SM-EDUC-591A-978","","202460-47478-12436910","RE","Verified","2024-10-31","","false"
"1.2436909E7","2024FA-ECON-335-801","","202490-71268-12436909","RE","Verified","2024-10-31","","false"
"1.2436909E7","2024FA-ECON-460-801","","202490-71271-12436909","RE","Verified","2024-10-31","","false"
"1.2436902E7","2024FA-SOWK-550-801","","202490-74221-12436902","RE","Verified","2024-10-31","","false"
"1.2436899E7","2024FA-NRRT-630-821","","202490-77050-12436899","RE","Verified","2024-10-31","","false"
"1.2436899E7","2024FA-NRRT-631-821","","202490-77051-12436899","RE","Verified","2024-10-31","","false"
"1.2436897E7","2024FA-CR-CONRG-001","","202490-67542-12436897","RW","Verified","2024-10-31","","true"
"1.243689E7","2024FA-NRRT-679A-820","","202490-77047-12436890","RE","Verified","2024-10-31","","false"
"1.243689E7","2024FA-NRRT-655-820","","202490-77046-12436890","RE","Verified","2024-10-31","","false"
"1.243689E7","2024FA-NRRT-602-820","","202490-77045-12436890","RE","Verified","2024-10-31","","false"
"1.243689E7","2024FA-NRRT-601-820","","202490-77044-12436890","RE","Verified","2024-10-31","","false"
"1.2436888E7","2024FA-BUS-500-801","","202490-70927-12436888","RE","Verified","2024-10-31","","false"
"1.2436888E7","2024FA-BUS-655-801","","202490-70786-12436888","RE","Verified","2024-10-31","","false"
"1.2436886E7","2024FA-NRRT-679A-820","","202490-77047-12436886","RE","Verified","2024-10-31","","false"
"1.2436886E7","2024FA-NRRT-655-820","","202490-77046-12436886","RE","Verified","2024-10-31","","false"
"1.2436886E7","2024FA-NRRT-602-820","","202490-77045-12436886","RE","Verified","2024-10-31","","false"
"1.2436886E7","2024FA-NRRT-601-820","","202490-77044-12436886","RE","Verified","2024-10-31","","false"
"1.2436882E7","2024FA-SYSE-501-801","","202490-74086-12436882","RW","Verified","2024-10-31","","true"
"1.2436882E7","2024FA-BUS-500-801","","202490-70927-12436882","RW","Verified","2024-10-31","","true"
"1.2436881E7","2024FA-SYSE-501-801","","202490-74086-12436881","RE","Verified","2024-10-31","","false"
"1.2436878E7","2024FA-ECE-528-801","","202490-74191-12436878","RE","Verified","2024-10-31","","false"
"1.2436871E7","2024FA-ECE-544-801","","202490-74192-12436871","RE","Verified","2024-10-31","","false"
"1.2436871E7","2024FA-ECE-512-801","","202490-71058-12436871","RE","Verified","2024-10-31","","false"
"1.2436868E7","2024FA-EDAE-521-801","","202490-74299-12436868","RE","Verified","2024-10-31","","false"
"1.2436865E7","2024FA-BUS-620-801","","202490-70782-12436865","RE","Verified","2024-10-31","","false"
"1.2436865E7","2024FA-BUS-500-801","","202490-70927-12436865","RE","Verified","2024-10-31","","false"
"1.2436865E7","2024FA-BUS-614-801","","202490-70780-12436865","RE","Verified","2024-10-31","","false"
"1.2436863E7","2024FA-WR-512-801","","202490-70830-12436863","RE","Verified","2024-10-31","","false"
"1.243686E7","2024FA-SYSE-501-801","","202490-74086-12436860","RE","Verified","2024-10-31","","false"
"1.243686E7","2024FA-SYSE-530-801","","202490-74087-12436860","RE","Verified","2024-10-31","","false"
"1.2436859E7","2024FA-BUS-500-801","","202490-70927-12436859","RE","Verified","2024-10-31","","false"
"1.243685E7","2024FA-SYSE-501-801","","202490-74086-12436850","RE","Verified","2024-10-31","","false"
"1.2436843E7","2024FA-NRRT-631-821","","202490-77051-12436843","RE","Verified","2024-10-31","","false"
"1.2436843E7","2024FA-NRRT-630-821","","202490-77050-12436843","RE","Verified","2024-10-31","","false"
"1.2436831E7","2024FA-WR-512-801","","202490-70830-12436831","RE","Verified","2024-10-31","","false"
"1.2436827E7","2024FA-REL-602-801","","202490-74223-12436827","RW","Verified","2024-10-31","","true"
"1.2436827E7","2024FA-BUS-620-801","","202490-70782-12436827","RW","Verified","2024-10-31","","true"
"1.2436827E7","2024FA-BUS-500-801","","202490-70927-12436827","RW","Verified","2024-10-31","","true"
"1.2436827E7","2024FA-BUS-655-801","","202490-70786-12436827","RW","Verified","2024-10-31","","true"
"1.2436827E7","2024FA-BUS-614-801","","202490-70780-12436827","RW","Verified","2024-10-31","","true"
"1.2436825E7","2024FA-LEAP-500-801","","202490-70957-12436825","RE","Verified","2024-10-31","","false"
"1.2436817E7","2024FA-PSY-328-801","","202490-71184-12436817","RW","Verified","2024-10-31","","true"
"1.2436817E7","2024FA-PSY-300-801","","202490-71172-12436817","RW","Verified","2024-10-31","","true"
"1.2436817E7","2024FA-PSY-210-802","","202490-77122-12436817","RW","Verified","2024-10-31","","true"
"1.2436817E7","2024FA-PSY-437-801","","202490-74468-12436817","RE","Verified","2024-10-31","","false"
"1.2436734E7","2024FA-NRRT-602-820","","202490-77045-12436734","RE","Verified","2024-10-31","","false"
"1.2436734E7","2024FA-NRRT-601-820","","202490-77044-12436734","RE","Verified","2024-10-31","","false"
"1.2436734E7","2024FA-NRRT-679A-820","","202490-77047-12436734","RE","Verified","2024-10-31","","false"
"1.2436734E7","2024FA-NRRT-655-820","","202490-77046-12436734","RE","Verified","2024-10-31","","false"
"1.2436733E7","2024FA-NRRT-679A-820","","202490-77047-12436733","RE","Verified","2024-10-31","","false"
"1.2436733E7","2024FA-NRRT-655-820","","202490-77046-12436733","RE","Verified","2024-10-31","","false"
"1.2436733E7","2024FA-NRRT-601-820","","202490-77044-12436733","RE","Verified","2024-10-31","","false"
"1.2436733E7","2024FA-NRRT-602-820","","202490-77045-12436733","RE","Verified","2024-10-31","","false"
"1.2436726E7","2024FA-BUS-620-801","","202490-70782-12436726","RW","Verified","2024-10-31","","true"
"1.2436726E7","2024FA-BUS-500-801","","202490-70927-12436726","RW","Verified","2024-10-31","","true"
"1.2436726E7","2024FA-BUS-614-801","","202490-70780-12436726","RW","Verified","2024-10-31","","true"
"1.2436726E7","2024FA-BUS-655-801","","202490-70786-12436726","RW","Verified","2024-10-31","","true"
"1.2436725E7","2024FA-NRRT-631-821","","202490-77051-12436725","RE","Verified","2024-10-31","","false"
"1.2436725E7","2024FA-NRRT-630-821","","202490-77050-12436725","RE","Verified","2024-10-31","","false"
"1.2436724E7","2024FA-NRRT-631-821","","202490-77051-12436724","RE","Verified","2024-10-31","","false"
"1.2436724E7","2024FA-NRRT-630-821","","202490-77050-12436724","RE","Verified","2024-10-31","","false"
"1.2436722E7","2024FA-NRRT-679A-820","","202490-77047-12436722","RE","Verified","2024-10-31","","false"
"1.2436722E7","2024FA-NRRT-601-820","","202490-77044-12436722","RE","Verified","2024-10-31","","false"
"1.2436722E7","2024FA-NRRT-602-820","","202490-77045-12436722","RE","Verified","2024-10-31","","false"
"1.2436722E7","2024FA-NRRT-655-820","","202490-77046-12436722","RE","Verified","2024-10-31","","false"
"1.243672E7","2024FA-SYSE-555-801","","202490-76645-12436720","RE","Verified","2024-10-31","","false"
"1.243672E7","2024FA-SYSE-501-801","","202490-74086-12436720","RE","Verified","2024-10-31","","false"
"1.243672E7","2024FA-ENGR-531-801","","202490-75789-12436720","RE","Verified","2024-10-31","","false"
"1.2436706E7","2024FA-ESS-542-801","","202490-74268-12436706","RE","Verified","2024-10-31","","false"
"1.2436705E7","2024SM-EDCT-590-604","","202460-48678-12436705","RE","Verified","2024-10-31","","false"
"1.2436649E7","2024FA-NRRT-631-821","","202490-77051-12436649","RE","Verified","2024-10-31","","false"
"1.2436649E7","2024FA-NRRT-630-821","","202490-77050-12436649","RE","Verified","2024-10-31","","false"
"1.2436648E7","2024FA-NR-572-801","","202490-72398-12436648","RE","Verified","2024-10-31","","false"
"1.2436648E7","2024FA-NR-569-801","","202490-72395-12436648","RE","Verified","2024-10-31","","false"
"1.2436648E7","2024FA-NR-574-801","","202490-72421-12436648","RE","Verified","2024-10-31","","false"
"1.2436621E7","2024FA-NRRT-630-821","","202490-77050-12436621","RE","Verified","2024-10-31","","false"
"1.2436621E7","2024FA-NRRT-631-821","","202490-77051-12436621","RE","Verified","2024-10-31","","false"
"1.2436604E7","2024FA-BUS-500-801","","202490-70927-12436604","RE","Verified","2024-10-31","","false"
"1.2436603E7","2024FA-NRRT-630-821","","202490-77050-12436603","RE","Verified","2024-10-31","","false"
"1.2436603E7","2024FA-NRRT-631-821","","202490-77051-12436603","RE","Verified","2024-10-31","","false"
"1.2436602E7","2024FA-SYSE-501-801","","202490-74086-12436602","RE","Verified","2024-10-31","","false"
"1.2436546E7","2024FA-NRRT-631-821","","202490-77051-12436546","RE","Verified","2024-10-31","","false"
"1.2436546E7","2024FA-NRRT-630-821","","202490-77050-12436546","RE","Verified","2024-10-31","","false"
"1.2436543E7","2024FA-CIS-606-801","","202490-71236-12436543","RE","Verified","2024-10-31","","false"
"1.2436543E7","2024FA-CIS-563-801","","202490-73535-12436543","RE","Verified","2024-10-31","","false"
"1.243652E7","2024FA-NRRT-631-821","","202490-77051-12436520","RE","Verified","2024-10-31","","false"
"1.243652E7","2024FA-NRRT-630-821","","202490-77050-12436520","RE","Verified","2024-10-31","","false"
"1.2436518E7","2024FA-EDHE-660-801","","202490-71039-12436518","RW","Verified","2024-10-31","","true"
"1.2436518E7","2024FA-EDHE-670-801","","202490-74169-12436518","RW","Verified","2024-10-31","","true"
"1.2436514E7","2024FA-NRRT-602-820","","202490-77045-12436514","RE","Verified","2024-10-31","","false"
"1.2436514E7","2024FA-NRRT-655-820","","202490-77046-12436514","RE","Verified","2024-10-31","","false"
"1.2436514E7","2024FA-NRRT-601-820","","202490-77044-12436514","RE","Verified","2024-10-31","","false"
"1.2436514E7","2024FA-NRRT-679A-820","","202490-77047-12436514","RE","Verified","2024-10-31","","false"
"1.2436511E7","2024FA-BUS-655-801","","202490-70786-12436511","RE","Verified","2024-10-31","","false"
"1.2436511E7","2024FA-BUS-650-801","","202490-75549-12436511","RE","Verified","2024-10-31","","false"
"1.2436511E7","2024FA-BUS-619-801","","202490-74349-12436511","RE","Verified","2024-10-31","","false"
"1.2436511E7","2024FA-BUS-515-802","","202490-74200-12436511","RE","Verified","2024-10-31","","false"
"1.2436511E7","2024FA-BUS-500-801","","202490-70927-12436511","RE","Verified","2024-10-31","","false"
"1.2436511E7","2024FA-BUS-614-801","","202490-70780-12436511","RW","Verified","2024-10-31","","true"
"1.243651E7","2024FA-NRRT-630-821","","202490-77050-12436510","RE","Verified","2024-10-31","","false"
"1.243651E7","2024FA-NRRT-631-821","","202490-77051-12436510","RE","Verified","2024-10-31","","false"
"1.2436509E7","2024FA-NRRT-630-821","","202490-77050-12436509","RE","Verified","2024-10-31","","false"
"1.2436509E7","2024FA-NRRT-631-821","","202490-77051-12436509","RE","Verified","2024-10-31","","false"
"1.2436506E7","2024FA-CS-152-801","","202490-76660-12436506","RW","Verified","2024-10-31","","true"
"1.2436506E7","2024FA-CS-162-801","","202490-76663-12436506","RW","Verified","2024-10-31","","true"
"1.2436506E7","2024FA-MATH-156-801","","202490-75392-12436506","RE","Verified","2024-10-31","","false"
"1.2436505E7","2024SM-EDUC-591A-612","","202460-47044-12436505","RE","Verified","2024-10-31","","false"
"1.2436498E7","2024FA-BMS-300-801","","202490-72187-12436498","RE","Verified","2024-10-31","","false"
"1.2436498E7","2024FA-BC-351-801","","202490-71103-12436498","RE","Verified","2024-10-31","","false"
"1.2436496E7","2024FA-OT-215-801","","202490-70966-12436496","RE","Verified","2024-10-31","","false"
"1.2436492E7","2024FA-NRRT-630-821","","202490-77050-12436492","RE","Verified","2024-10-31","","false"
"1.2436492E7","2024FA-NRRT-631-821","","202490-77051-12436492","RE","Verified","2024-10-31","","false"
"1.2436467E7","2024FA-NRRT-655-820","","202490-77046-12436467","RE","Verified","2024-10-31","","false"
"1.2436467E7","2024FA-NRRT-601-820","","202490-77044-12436467","RE","Verified","2024-10-31","","false"
"1.2436467E7","2024FA-NRRT-679A-820","","202490-77047-12436467","RE","Verified","2024-10-31","","false"
"1.2436467E7","2024FA-NRRT-602-820","","202490-77045-12436467","RE","Verified","2024-10-31","","false"
"1.2436421E7","2024FA-NRRT-631-821","","202490-77051-12436421","RE","Verified","2024-10-31","","false"
"1.2436421E7","2024FA-NRRT-630-821","","202490-77050-12436421","RE","Verified","2024-10-31","","false"
"1.2436415E7","2024FA-NR-569-801","","202490-72395-12436415","RE","Verified","2024-10-31","","false"
"1.2436415E7","2024FA-NR-574-801","","202490-72421-12436415","RE","Verified","2024-10-31","","false"
"1.2436415E7","2024FA-NR-572-801","","202490-72398-12436415","RE","Verified","2024-10-31","","false"
"1.2436397E7","2024SM-EDUC-591A-637","","202460-47048-12436397","RE","Verified","2024-10-31","","false"
"1.2436396E7","2024SM-EDUC-591A-637","","202460-47048-12436396","RE","Verified","2024-10-31","","false"
"1.2436378E7","2024FA-NRRT-630-821","","202490-77050-12436378","RE","Verified","2024-10-31","","false"
"1.2436378E7","2024FA-NRRT-631-821","","202490-77051-12436378","RE","Verified","2024-10-31","","false"
"1.243637E7","2024FA-BMS-302-L01","","202490-65930-12436370","RW","Verified","2024-10-31","","true"
"1.243637E7","2024FA-BMS-300-001","","202490-67530-12436370","RW","Verified","2024-10-31","","true"
"1.243637E7","2024FA-BMS-302-001","","202490-68154-12436370","RW","Verified","2024-10-31","","true"
"1.243637E7","2024FA-SPMT-568-801","","202490-75706-12436370","RE","Verified","2024-10-31","","false"
"1.243637E7","2024FA-SPMT-511-801","","202490-76919-12436370","RE","Verified","2024-10-31","","false"
"1.243637E7","2024FA-SPMT-580A3-801","","202490-76918-12436370","RE","Verified","2024-10-31","","false"
"1.2436369E7","2024FA-SOWK-560-801","","202490-71282-12436369","RE","Verified","2024-10-31","","false"
"1.2436368E7","2024SM-D-496-732","","202460-48276-12436368","RE","Verified","2024-10-31","","false"
"1.2436365E7","2024FA-BC-403-801","","202490-74224-12436365","RE","Verified","2024-10-31","","false"
"1.2436356E7","2024FA-NRRT-631-821","","202490-77051-12436356","RE","Verified","2024-10-31","","false"
"1.2436356E7","2024FA-NRRT-630-821","","202490-77050-12436356","RE","Verified","2024-10-31","","false"
"1.2436355E7","2024FA-NRRT-630-821","","202490-77050-12436355","RE","Verified","2024-10-31","","false"
"1.2436355E7","2024FA-NRRT-631-821","","202490-77051-12436355","RE","Verified","2024-10-31","","false"
"1.2436354E7","2024FA-NRRT-601-820","","202490-77044-12436354","RE","Verified","2024-10-31","","false"
"1.2436354E7","2024FA-NRRT-679A-820","","202490-77047-12436354","RE","Verified","2024-10-31","","false"
"1.2436354E7","2024FA-NRRT-602-820","","202490-77045-12436354","RE","Verified","2024-10-31","","false"
"1.2436354E7","2024FA-NRRT-655-820","","202490-77046-12436354","RE","Verified","2024-10-31","","false"
"1.2436351E7","2024FA-SOWK-560-801","","202490-71282-12436351","RE","Verified","2024-10-31","","false"
"1.243635E7","2024FA-CIVE-544-801","","202490-70997-12436350","RW","Verified","2024-10-31","","true"
"1.243635E7","2024FA-WR-512-801","","202490-70830-12436350","RE","Verified","2024-10-31","","false"
"1.2436342E7","2024FA-NRRT-631-821","","202490-77051-12436342","RE","Verified","2024-10-31","","false"
"1.2436342E7","2024FA-NRRT-630-821","","202490-77050-12436342","RE","Verified","2024-10-31","","false"
"1.2436341E7","2024FA-CIS-563-801","","202490-73535-12436341","RE","Verified","2024-10-31","","false"
"1.2436339E7","2024FA-FW-579-801","","202490-74156-12436339","RE","Verified","2024-10-31","","false"
"1.2436339E7","2024FA-NR-535-801","","202490-71193-12436339","RE","Verified","2024-10-31","","false"
"1.2436338E7","2024FA-NRRT-631-821","","202490-77051-12436338","RE","Verified","2024-10-31","","false"
"1.2436338E7","2024FA-NRRT-630-821","","202490-77050-12436338","RE","Verified","2024-10-31","","false"
"1.2436334E7","2024FA-MKT-670-801","","202490-70794-12436334","RW","Verified","2024-10-31","","true"
"1.2436334E7","2024FA-BUS-500-801","","202490-70927-12436334","RE","Verified","2024-10-31","","false"
"1.2436333E7","2024FA-SYSE-501-801","","202490-74086-12436333","RE","Verified","2024-10-31","","false"
"1.2436331E7","2024FA-NRRT-631-821","","202490-77051-12436331","RE","Verified","2024-10-31","","false"
"1.2436331E7","2024FA-NRRT-630-821","","202490-77050-12436331","RE","Verified","2024-10-31","","false"
"1.2436278E7","2024FA-LEAP-600-802","","202490-77069-12436278","RW","Verified","2024-10-31","","true"
"1.2436278E7","2024FA-LEAP-500-801","","202490-70957-12436278","RW","Verified","2024-10-31","","true"
"1.2436236E7","2024SM-JTC-568C-733","","202460-48685-12436236","RE","Verified","2024-10-31","","false"
"1.2436235E7","2024FA-OT-215-801","","202490-70966-12436235","RE","Verified","2024-10-31","","false"
"1.2436234E7","2024SM-JTC-568C-733","","202460-48685-12436234","RE","Verified","2024-10-31","","false"
"1.243622E7","2024FA-NRRT-631-821","","202490-77051-12436220","RE","Verified","2024-10-31","","false"
"1.243622E7","2024FA-NRRT-630-821","","202490-77050-12436220","RE","Verified","2024-10-31","","false"
"1.2436219E7","2024FA-NRRT-602-820","","202490-77045-12436219","RE","Verified","2024-10-31","","false"
"1.2436219E7","2024FA-NRRT-601-820","","202490-77044-12436219","RE","Verified","2024-10-31","","false"
"1.2436219E7","2024FA-NRRT-679A-820","","202490-77047-12436219","RE","Verified","2024-10-31","","false"
"1.2436219E7","2024FA-NRRT-655-820","","202490-77046-12436219","RE","Verified","2024-10-31","","false"
"1.2436217E7","2024FA-CS-152-801","","202490-76660-12436217","RE","Verified","2024-10-31","","false"
"1.2436217E7","2024FA-CS-162-801","","202490-76663-12436217","RE","Verified","2024-10-31","","false"
"1.2436214E7","2024FA-NRRT-679A-820","","202490-77047-12436214","RE","Verified","2024-10-31","","false"
"1.2436214E7","2024FA-NRRT-655-820","","202490-77046-12436214","RE","Verified","2024-10-31","","false"
"1.2436214E7","2024FA-NRRT-602-820","","202490-77045-12436214","RE","Verified","2024-10-31","","false"
"1.2436214E7","2024FA-NRRT-601-820","","202490-77044-12436214","RE","Verified","2024-10-31","","false"
"1.2436212E7","2024FA-NRRT-631-821","","202490-77051-12436212","RE","Verified","2024-10-31","","false"
"1.2436212E7","2024FA-NRRT-630-821","","202490-77050-12436212","RE","Verified","2024-10-31","","false"
"1.243621E7","2024FA-NRRT-631-821","","202490-77051-12436210","RE","Verified","2024-10-31","","false"
"1.243621E7","2024FA-NRRT-630-821","","202490-77050-12436210","RE","Verified","2024-10-31","","false"
